С309НС152,14.01.2021,480,5,РТС Ленинский,Грузовые специального назначения
Р436НВ152,14.01.2021,480,51,РТС Ленинский,Грузовые специального назначения
О221ХМ152,14.01.2021,480,42,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,14.01.2021,480,133,РТС Ленинский,Грузовые специального назначения
С340НС152,14.01.2021,480,136,РТС Нагорный,Грузовые специального назначения
7415АА52,14.01.2021,480,69,РТС Нагорный,Экскаватор
Р211СС152,14.01.2021,480,120,РТС Заречный,Грузовые специального назначения
С358НС152,14.01.2021,480,457,РТС Заречный,Грузовые специального назначения
Р077ТК152,14.01.2021,480,409,РТС Заречный,Грузовые специального назначения
Р061ТК152,14.01.2021,480,104,Ремонтная бригада РТС Заречный,Грузовые специального назначения
С309НС152,15.01.2021,420,119,РТС Ленинский,Грузовые специального назначения
Р436НВ152,15.01.2021,420,123,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,15.01.2021,420,208,РТС Ленинский,Грузовые специального назначения
2046НТ52,15.01.2021,420,17,РТС Ленинский,Экскаватор
О581УН152,15.01.2021,420,18,РТС Ленинский,Самосвалы для перевозки грузов весом до 15 тонн
С988АМ152,15.01.2021,86400,77,Аварийно-ремонтная служба,Грузовые специального назначения
6810НР52,15.01.2021,86400,98,Аварийно-ремонтная служба,Экскаватор
6807НР52,15.01.2021,86400,33,Аварийно-ремонтная служба,Экскаватор
К218ОТ152,15.01.2021,86400,138,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,15.01.2021,86400,97,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,15.01.2021,720,71,Аварийно-ремонтная служба,Грузовые специального назначения
С939АМ152,15.01.2021,420,95,РТС Сормовский,Грузовые специального назначения
2045НТ52,15.01.2021,420,116,РТС Сормовский,Грузовые специального назначения
7895АА52,15.01.2021,420,348,РТС Сормовский,Грузовые специального назначения
7192НР52,15.01.2021,480,10,РТС Заречный,Экскаватор
6808НР52,15.01.2021,450,19,РТС Заречный,Экскаватор
Р211СС152,15.01.2021,480,12,РТС Заречный,Грузовые специального назначения
С358НС152,15.01.2021,480,148,РТС Заречный,Грузовые специального назначения
Р077ТК152,15.01.2021,420,122,РТС Заречный,Грузовые специального назначения
Р454НВ152,15.01.2021,420,33,РТС Нижегородский,Грузовые специального назначения
С352НС152,15.01.2021,420,56,РТС Нижегородский,Грузовые специального назначения
3419АА52,15.01.2021,420,82,РТС Нижегородский,Экскаватор
Р038ТК152,15.01.2021,420,162,РТС Нагорный,Грузовые специального назначения
2041АА52,15.01.2021,420,123,РТС Нагорный,Экскаватор
7415АА52,15.01.2021,420,97,РТС Нагорный,Экскаватор
2041АА52,15.01.2021,420,123,РТС Нагорный,Экскаватор
С309НС152,18.01.2021,480,5,РТС Ленинский,Грузовые специального назначения
Р436НВ152,18.01.2021,480,29,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,18.01.2021,480,68,РТС Ленинский,Грузовые специального назначения
С939АМ152,18.01.2021,480,266,РТС Сормовский,Грузовые специального назначения
2045НТ52,18.01.2021,480,25,РТС Сормовский,Грузовые специального назначения
С988АМ152,18.01.2021,86400,130,Аварийно-ремонтная служба,Грузовые специального назначения
Р103ТК152,18.01.2021,86400,231,Аварийно-ремонтная служба,Грузовые специального назначения
К218ОТ152,18.01.2021,86400,688,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,18.01.2021,86400,206,Аварийно-ремонтная служба,Грузовые специального назначения
3419АА52,18.01.2021,480,108,РТС Нижегородский,Экскаватор
Р053ТК152,18.01.2021,480,67,Ремонтно-механическая служба,Грузовые специального назначения
7192НР52,18.01.2021,480,79,РТС Заречный,Экскаватор
С358НС152,18.01.2021,480,190,РТС Заречный,Грузовые специального назначения
Р211СС152,18.01.2021,480,23,РТС Заречный,Грузовые специального назначения
Р077ТК152,18.01.2021,480,298,РТС Заречный,Грузовые специального назначения
Р038ТК152,18.01.2021,480,109,РТС Нагорный,Грузовые специального назначения
С988АМ152,19.01.2021,86400,329,Аварийно-ремонтная служба,Грузовые специального назначения
6810НР52,19.01.2021,86400,45,Аварийно-ремонтная служба,Экскаватор
Р103ТК152,19.01.2021,86400,21,Аварийно-ремонтная служба,Грузовые специального назначения
К218ОТ152,19.01.2021,86400,122,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,19.01.2021,86400,504,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,19.01.2021,720,398,Аварийно-ремонтная служба,Грузовые специального назначения
Р454НВ152,19.01.2021,480,112,РТС Нижегородский,Грузовые специального назначения
К217ОТ152,19.01.2021,480,189,РТС Нижегородский,Грузовые специального назначения
С352НС152,19.01.2021,480,27,РТС Нижегородский,Грузовые специального назначения
3419АА52,19.01.2021,480,160,РТС Нижегородский,Экскаватор
Р436НВ152,19.01.2021,480,103,РТС Ленинский,Грузовые специального назначения
О221ХМ152,19.01.2021,480,67,РТС Ленинский,Грузовые специального назначения
С939АМ152,19.01.2021,480,269,РТС Сормовский,Грузовые специального назначения
7895АА52,19.01.2021,480,31,РТС Сормовский,Грузовые специального назначения
Р053ТК152,19.01.2021,480,96,Ремонтно-механическая служба,Грузовые специального назначения
7192НР52,19.01.2021,480,209,РТС Заречный,Экскаватор
С358НС152,19.01.2021,480,167,РТС Заречный,Грузовые специального назначения
Р211СС152,19.01.2021,480,8,РТС Заречный,Грузовые специального назначения
С340НС152,19.01.2021,480,222,РТС Заречный,Грузовые специального назначения
Р342РЕ152,19.01.2021,480,42,Ремонтная бригада РТС Заречный,Грузовые специального назначения
Р038ТК152,19.01.2021,480,284,РТС Нагорный,Грузовые специального назначения
С988АМ152,20.01.2021,86400,22,Аварийно-ремонтная служба,Грузовые специального назначения
6806НР52,20.01.2021,86400,42,Аварийно-ремонтная служба,Экскаватор
Р103ТК152,20.01.2021,86400,81,Аварийно-ремонтная служба,Грузовые специального назначения
С939АМ152,20.01.2021,480,344,РТС Сормовский,Грузовые специального назначения
Р049ТК152,20.01.2021,720,96,Аварийно-ремонтная служба,Грузовые специального назначения
2045НТ52,20.01.2021,480,193,РТС Сормовский,Грузовые специального назначения
6808НР52,20.01.2021,480,370,РТС Сормовский,Грузовые специального назначения
С309НС152,20.01.2021,480,394,РТС Ленинский,Грузовые специального назначения
Р436НВ152,20.01.2021,480,194,РТС Ленинский,Грузовые специального назначения
О221ХМ152,20.01.2021,480,6,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,20.01.2021,480,105,РТС Ленинский,Грузовые специального назначения
2046НТ52,20.01.2021,480,30,РТС Ленинский,Экскаватор
С355НС152,20.01.2021,480,31,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,20.01.2021,480,58,РТС Нижегородский,Грузовые специального назначения
К217ОТ152,20.01.2021,480,177,РТС Нижегородский,Грузовые специального назначения
3419АА52,20.01.2021,480,206,РТС Нижегородский,Грузовые самосвалы
Р077ТК152,20.01.2021,480,124,РТС Заречный,Грузовые специального назначения
С358НС152,20.01.2021,480,188,РТС Заречный,Грузовые специального назначения
Р053ТК152,20.01.2021,480,95,Ремонтно-механическая служба,Грузовые специального назначения
7192НР52,20.01.2021,480,167,РТС Заречный,Экскаватор
5914НР52,20.01.2021,480,43,РТС Заречный,Трактор
Р211СС152,20.01.2021,480,126,РТС Заречный,Грузовые специального назначения
Р061ТК152,20.01.2021,480,209,Ремонтная бригада РТС Заречный,Грузовые специального назначения
Р038ТК152,20.01.2021,480,99,РТС Нагорный,Грузовые специального назначения
С963АМ152,21.01.2021,86400,492,Аварийно-ремонтная служба,Грузовые специального назначения
Р103ТК152,21.01.2021,86400,390,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,21.01.2021,86400,127,Аварийно-ремонтная служба,Грузовые цистерны
С939АМ152,21.01.2021,480,82,РТС Сормовский,Грузовые специального назначения
О540УН152,21.01.2021,86400,5,Аварийно-ремонтная служба,Грузовые самосвалы
С988АМ152,21.01.2021,86400,247,Аварийно-ремонтная служба,Грузовые специального назначения
2045НТ52,21.01.2021,480,159,РТС Сормовский,Грузовые специального назначения
Р049ТК152,21.01.2021,720,14,Аварийно-ремонтная служба,Грузовые специального назначения
7895АА52,21.01.2021,540,154,Аварийно-ремонтная служба,Экскаватор
6808НР52,21.01.2021,480,254,РТС Сормовский,Грузовые специального назначения
С963АМ152,23.01.2021,86400,395,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,24.01.2021,86400,431,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,23.01.2021,86400,168,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,24.01.2021,720,86,Аварийно-ремонтная служба,Грузовые специального назначения
Р103ТК152,23.01.2021,86400,144,Аварийно-ремонтная служба,Грузовые специального назначения
Р103ТК152,24.01.2021,86400,218,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,23.01.2021,86400,25,Аварийно-ремонтная служба,Грузовые цистерны
6806НР52,24.01.2021,86400,75,Аварийно-ремонтная служба,Экскаватор
2045НТ52,24.01.2021,540,30,Аварийно-ремонтная служба,Экскаватор
6807НР52,24.01.2021,86400,117,Аварийно-ремонтная служба,Экскаватор
С988АМ152,23.01.2021,86400,310,Аварийно-ремонтная служба,Грузовые специального назначения
С309НС152,21.01.2021,480,179,РТС Ленинский,Грузовые специального назначения
Р436НВ152,21.01.2021,480,55,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,21.01.2021,480,204,РТС Ленинский,Грузовые специального назначения
С355НС152,21.01.2021,480,107,РТС Нижегородский,Грузовые специального назначения
К217ОТ152,21.01.2021,480,12,РТС Нижегородский,Грузовые специального назначения
С340НС152,21.01.2021,480,114,РТС Нижегородский,Грузовые специального назначения
С352НС152,21.01.2021,480,71,РТС Нижегородский,Грузовые специального назначения
3419АА52,21.01.2021,480,121,РТС Нижегородский,Экскаватор
Р053ТК152,21.01.2021,480,54,Ремонтно-механическая служба,Грузовые специального назначения
5914НР52,21.01.2021,480,284,РТС Заречный,Трактор
7192НР52,21.01.2021,480,145,РТС Заречный,Экскаватор
Р211СС152,21.01.2021,480,53,РТС Заречный,Грузовые специального назначения
С358НС152,21.01.2021,480,310,РТС Заречный,Грузовые специального назначения
Р077ТК152,21.01.2021,480,215,РТС Заречный,Грузовые специального назначения
Р038ТК152,21.01.2021,480,115,РТС Нагорный,Грузовые специального назначения
2044НТ52,21.01.2021,480,28,РТС Нагорный,Экскаватор
С358НС152,21.01.2021,480,310,Ремонтная бригада РТС Нагорный,Грузовые специального назначения
Р354РЕ152,23.01.2021,480,277,РТС Ленинский,Грузовые специального назначения
С988АМ152,22.01.2021,86400,54,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,22.01.2021,86400,228,Аварийно-ремонтная служба,Грузовые цистерны
Р103ТК152,22.01.2021,86400,5,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,22.01.2021,86400,179,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,22.01.2021,720,84,Аварийно-ремонтная служба,Грузовые специального назначения
7895АА52,22.01.2021,540,81,Аварийно-ремонтная служба,Экскаватор
С939АМ152,22.01.2021,420,168,РТС Сормовский,Грузовые специального назначения
2045НТ52,22.01.2021,420,97,РТС Сормовский,Грузовые специального назначения
6808НР52,22.01.2021,420,200,РТС Сормовский,Грузовые специального назначения
5913НР52,22.01.2021,-720,234,РТС Нагорный,Трактор
С309НС152,22.01.2021,480,132,РТС Ленинский,Грузовые специального назначения
Р436НВ152,22.01.2021,420,58,РТС Ленинский,Грузовые специального назначения
О221ХМ152,22.01.2021,420,52,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,22.01.2021,420,185,РТС Ленинский,Грузовые специального назначения
62-09НН52,22.01.2021,420,8,РТС Ленинский,Трактор
С355НС152,22.01.2021,420,145,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,22.01.2021,420,17,РТС Нижегородский,Грузовые специального назначения
К217ОТ152,22.01.2021,420,98,РТС Нижегородский,Грузовые специального назначения
С340НС152,22.01.2021,420,77,РТС Нижегородский,Грузовые специального назначения
3419АА52,23.01.2021,420,133,РТС Нижегородский,Экскаватор
5914НР52,22.01.2021,480,170,РТС Заречный,Трактор
7192НР52,22.01.2021,480,131,РТС Заречный,Экскаватор
Р211СС152,22.01.2021,480,39,РТС Заречный,Грузовые специального назначения
С358НС152,22.01.2021,480,97,РТС Заречный,Грузовые специального назначения
Р077ТК152,22.01.2021,480,233,РТС Заречный,Грузовые специального назначения
5913НР52,22.01.2021,420,234,РТС Нагорный,Трактор
Р038ТК152,22.01.2021,420,94,РТС Нагорный,Грузовые специального назначения
2044НТ52,22.01.2021,420,29,РТС Нагорный,Экскаватор
7194НР52,22.01.2021,420,179,РТС Сормовский,Грузовые специального назначения
С988АМ152,25.01.2021,86400,40,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,25.01.2021,86400,155,Аварийно-ремонтная служба,Грузовые цистерны
6807НР52,25.01.2021,86400,289,Аварийно-ремонтная служба,Экскаватор
6806НР52,25.01.2021,86400,78,Аварийно-ремонтная служба,Экскаватор
Р103ТК152,25.01.2021,86400,175,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,25.01.2021,86400,357,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,25.01.2021,86400,80,Аварийно-ремонтная служба,Грузовые специального назначения
С939АМ152,25.01.2021,480,20,РТС Сормовский,Грузовые специального назначения
2045НТ52,25.01.2021,480,192,РТС Сормовский,Грузовые специального назначения
6808НР52,25.01.2021,480,59,РТС Сормовский,Грузовые специального назначения
С309НС152,25.01.2021,480,116,РТС Ленинский,Грузовые специального назначения
Р436НВ152,25.01.2021,480,137,РТС Ленинский,Грузовые специального назначения
О221ХМ152,25.01.2021,480,145,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,25.01.2021,480,171,РТС Ленинский,Грузовые специального назначения
О221ХМ152,23.01.2021,480,396,РТС Ленинский,Грузовые специального назначения
С355НС152,25.01.2021,480,181,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,25.01.2021,480,105,РТС Нижегородский,Грузовые специального назначения
С352НС152,25.01.2021,480,255,РТС Нижегородский,Грузовые специального назначения
3419АА52,25.01.2021,480,94,РТС Нижегородский,Экскаватор
5914НР52,25.01.2021,120,175,РТС Заречный,Трактор
7192НР52,25.01.2021,480,259,РТС Заречный,Экскаватор
Р211СС152,25.01.2021,480,36,РТС Заречный,Грузовые специального назначения
С358НС152,25.01.2021,480,181,РТС Заречный,Грузовые специального назначения
Р077ТК152,25.01.2021,480,148,РТС Заречный,Грузовые специального назначения
Р061ТК152,25.01.2021,480,205,Ремонтная бригада РТС Заречный,Грузовые специального назначения
Р038ТК152,25.01.2021,480,180,РТС Нагорный,Грузовые специального назначения
С988АМ152,26.01.2021,86400,84,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,26.01.2021,86400,160,Аварийно-ремонтная служба,Грузовые цистерны
6807НР52,26.01.2021,86400,16,Аварийно-ремонтная служба,Экскаватор
Р103ТК152,26.01.2021,86400,478,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,26.01.2021,720,265,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,26.01.2021,86400,284,Аварийно-ремонтная служба,Грузовые специального назначения
С309НС152,26.01.2021,480,261,РТС Ленинский,Грузовые специального назначения
Р436НВ152,26.01.2021,480,90,РТС Ленинский,Грузовые специального назначения
О221ХМ152,26.01.2021,480,177,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,26.01.2021,480,188,РТС Ленинский,Грузовые специального назначения
2046НТ52,26.01.2021,480,176,РТС Ленинский,Экскаватор
62-09НН52,26.01.2021,480,137,РТС Ленинский,Трактор
С939АМ152,26.01.2021,480,161,РТС Сормовский,Грузовые специального назначения
2045НТ52,26.01.2021,480,95,РТС Сормовский,Грузовые специального назначения
Р061ТК152,26.01.2021,480,229,Ремонтная бригада РТС Заречный,Грузовые специального назначения
5914НР52,26.01.2021,480,47,РТС Заречный,Трактор
7192НР52,26.01.2021,480,153,РТС Заречный,Экскаватор
Р211СС152,26.01.2021,480,23,РТС Заречный,Грузовые специального назначения
Р077ТК152,26.01.2021,480,138,РТС Заречный,Грузовые специального назначения
С355НС152,26.01.2021,480,128,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,26.01.2021,480,128,РТС Нижегородский,Грузовые специального назначения
С352НС152,26.01.2021,480,83,РТС Нижегородский,Грузовые специального назначения
3419АА52,26.01.2021,480,184,РТС Нижегородский,Экскаватор
5913НР52,26.01.2021,480,202,РТС Нагорный,Трактор
Р038ТК152,26.01.2021,420,237,РТС Нагорный,Грузовые специального назначения
2044НТ52,26.01.2021,480,88,РТС Нагорный,Экскаватор
Р053ТК152,26.01.2021,480,6,Ремонтно-механическая служба,Грузовые специального назначения
7194НР52,26.01.2021,120,50,Ремонтно-механическая служба,Грузовые специального назначения
С988АМ152,27.01.2021,86400,203,Аварийно-ремонтная служба,Грузовые специального назначения
О016АВ152,27.01.2021,86400,144,Аварийно-ремонтная служба,Грузовые цистерны
6807НР52,27.01.2021,86400,176,Аварийно-ремонтная служба,Экскаватор
Р103ТК152,27.01.2021,86400,100,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,27.01.2021,86400,57,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,27.01.2021,720,74,Аварийно-ремонтная служба,Грузовые специального назначения
7895АА52,27.01.2021,540,23,Аварийно-ремонтная служба,Экскаватор
С939АМ152,27.01.2021,480,13,РТС Сормовский,Грузовые специального назначения
2045НТ52,27.01.2021,480,89,РТС Сормовский,Грузовые специального назначения
С355НС152,27.01.2021,480,253,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,27.01.2021,480,55,РТС Нижегородский,Грузовые специального назначения
С352НС152,27.01.2021,480,102,РТС Нижегородский,Грузовые специального назначения
3419АА52,27.01.2021,480,120,РТС Нижегородский,Экскаватор
Р053ТК152,27.01.2021,480,12,Ремонтно-механическая служба,Грузовые специального назначения
Р061ТК152,27.01.2021,480,149,Ремонтная бригада РТС Заречный,Грузовые специального назначения
С358НС152,27.01.2021,480,278,РТС Заречный,Грузовые специального назначения
Р077ТК152,27.01.2021,480,214,РТС Заречный,Грузовые специального назначения
7192НР52,27.01.2021,480,162,РТС Заречный,Экскаватор
Р211СС152,27.01.2021,480,68,РТС Заречный,Грузовые специального назначения
Р038ТК152,27.01.2021,480,70,РТС Нагорный,Грузовые специального назначения
2044НТ52,27.01.2021,480,14,РТС Нагорный,Экскаватор
Р436НВ152,27.01.2021,480,207,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,27.01.2021,480,1210,РТС Ленинский,Грузовые специального назначения
2046НТ52,27.01.2021,450,90,Электротехническая служба,Грузовые специального назначения
С340НС152,27.01.2021,480,96,Электротехническая служба,Грузовые специального назначения
С988АМ152,28.01.2021,86400,196,Аварийно-ремонтная служба,Грузовые специального назначения
6807НР52,28.01.2021,86400,285,Аварийно-ремонтная служба,Экскаватор
О016АВ152,28.01.2021,86400,95,Аварийно-ремонтная служба,Грузовые цистерны
Р103ТК152,28.01.2021,86400,83,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,28.01.2021,86400,395,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,28.01.2021,720,134,Аварийно-ремонтная служба,Грузовые специального назначения
С988АМ152,30.01.2021,86400,55,Аварийно-ремонтная служба,Грузовые специального назначения
6807НР52,30.01.2021,86400,235,Аварийно-ремонтная служба,Экскаватор
О016АВ152,30.01.2021,86400,90,Аварийно-ремонтная служба,Грузовые цистерны
Р103ТК152,30.01.2021,86400,374,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,30.01.2021,86400,443,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,30.01.2021,720,51,Аварийно-ремонтная служба,Грузовые специального назначения
6807НР52,31.01.2021,86400,32,Аварийно-ремонтная служба,Экскаватор
О016АВ152,31.01.2021,86400,249,Аварийно-ремонтная служба,Грузовые цистерны
Р103ТК152,31.01.2021,86400,175,Аварийно-ремонтная служба,Грузовые специального назначения
С963АМ152,31.01.2021,86400,145,Аварийно-ремонтная служба,Грузовые специального назначения
Р049ТК152,31.01.2021,720,194,Аварийно-ремонтная служба,Грузовые специального назначения
С939АМ152,28.01.2021,480,83,РТС Сормовский,Грузовые специального назначения
2045НТ52,28.01.2021,480,132,РТС Сормовский,Грузовые специального назначения
К218ОТ152,28.01.2021,480,199,РТС Сормовский,Грузовые специального назначения
С355НС152,28.01.2021,480,140,РТС Нижегородский,Грузовые специального назначения
Р454НВ152,28.01.2021,480,70,РТС Нижегородский,Грузовые специального назначения
С352НС152,28.01.2021,480,296,РТС Нижегородский,Грузовые специального назначения
3419АА52,28.01.2021,480,268,РТС Нижегородский,Экскаватор
3419АА52,30.01.2021,480,85,РТС Нижегородский,Экскаватор
О581УН152,30.01.2021,480,6,РТС Нижегородский,Грузовые самосвалы
С358НС152,28.01.2021,480,76,РТС Заречный,Грузовые специального назначения
7192НР52,28.01.2021,480,148,РТС Заречный,Экскаватор
Р211СС152,28.01.2021,480,15,РТС Заречный,Грузовые специального назначения
5914НР52,28.01.2021,480,130,РТС Заречный,Трактор
Р077ТК152,28.01.2021,480,29,РТС Заречный,Грузовые специального назначения
Р061ТК152,28.01.2021,480,346,Ремонтная бригада РТС Заречный,Грузовые специального назначения
Р342РЕ152,28.01.2021,480,15,Ремонтная бригада РТС Заречный,Грузовые специального назначения
С309НС152,28.01.2021,480,77,РТС Ленинский,Грузовые специального назначения
Р436НВ152,28.01.2021,480,76,РТС Ленинский,Грузовые специального назначения
О221ХМ152,28.01.2021,480,117,РТС Ленинский,Грузовые специального назначения
Р354РЕ152,28.01.2021,480,306,РТС Ленинский,Грузовые специального назначения
О581УН152,28.01.2021,480,6,РТС Ленинский,Самосвалы для перевозки грузов весом до 15 тонн
Р436НВ152,30.01.2021,480,181,РТС Ленинский,Грузовые специального назначения
Р038ТК152,28.01.2021,480,162,РТС Нагорный,Грузовые специального назначения
7194НР52,28.01.2021,480,8,РТС Ленинский,Трактор
7192НР52,30.01.2021,480,148,Аварийно-ремонтная служба,Экскаватор
С988АМ152,29.01.2021,86400,169,Аварийно-ремонтная служба,Грузовые специального назначения
6808НР52,29.01.2021,86400,46,Аварийно-ремонтная служба,Экскаватор
7895АА52,29.01.2021,480,89,Аварийно-ремонтная служба,Экскаватор
